,NKE_date,NKE_neg,NKE_neu,NKE_pos,NKE_compound,UAA_date,UAA_neg,UAA_neu,UAA_pos,UAA_compound,PUM.DE_date,PUM.DE_neg,PUM.DE_neu,PUM.DE_pos,PUM.DE_compound,ADDYY_date,ADDYY_neg,ADDYY_neu,ADDYY_pos,ADDYY_compound,VF_date,VF_neg,VF_neu,VF_pos,VF_compound,ASCCF_date,ASCCF_neg,ASCCF_neu,ASCCF_pos,ASCCF_compound,RBK_date,RBK_neg,RBK_neu,RBK_pos,RBK_compound,SKX_date,SKX_neg,SKX_neu,SKX_pos,SKX_compound,WWW_date,WWW_neg,WWW_neu,WWW_pos,WWW_compound,DECK_date,DECK_neg,DECK_neu,DECK_pos,DECK_compound,ANGL.TA_date,ANGL.TA_neg,ANGL.TA_neu,ANGL.TA_pos,ANGL.TA_compound,ONON_date,ONON_neg,ONON_neu,ONON_pos,ONON_compound,BGI_date,BGI_neg,BGI_neu,BGI_pos,BGI_compound,LULU_date,LULU_neg,LULU_neu,LULU_pos,LULU_compound,ANPDY_date,ANPDY_neg,ANPDY_neu,ANPDY_pos,ANPDY_compound,SHMDF_date,SHMDF_neg,SHMDF_neu,SHMDF_pos,SHMDF_compound,DKS_date,DKS_neg,DKS_neu,DKS_pos,DKS_compound,BGFV_date,BGFV_neg,BGFV_neu,BGFV_pos,BGFV_compound,MODG_date,MODG_neg,MODG_neu,MODG_pos,MODG_compound,FL_date,FL_neg,FL_neu,FL_pos,FL_compound,COLM_date,COLM_neg,COLM_neu,COLM_pos,COLM_compound,HGLD_date,HGLD_neg,HGLD_neu,HGLD_pos,HGLD_compound,PTON_date,PTON_neg,PTON_neu,PTON_pos,PTON_compound,PLNT_date,PLNT_neg,PLNT_neu,PLNT_pos,PLNT_compound,MTN_date,MTN_neg,MTN_neu,MTN_pos,MTN_compound,CHDN_date,CHDN_neg,CHDN_neu,CHDN_pos,CHDN_compound,WWE_date,WWE_neg,WWE_neu,WWE_pos,WWE_compound,MSGE_date,MSGE_neg,MSGE_neu,MSGE_pos,MSGE_compound,RCI_date,RCI_neg,RCI_neu,RCI_pos,RCI_compound,LSXMK_date,LSXMK_neg,LSXMK_neu,LSXMK_pos,LSXMK_compound,DIS_date,DIS_neg,DIS_neu,DIS_pos,DIS_compound,T_date,T_neg,T_neu,T_pos,T_compound,CMCSA_date,CMCSA_neg,CMCSA_neu,CMCSA_pos,CMCSA_compound,PEP_date,PEP_neg,PEP_neu,PEP_pos,PEP_compound,EA_date,EA_neg,EA_neu,EA_pos,EA_compound
10,2020-03-24,0.277,0.723,0.0,-0.6808,2020-04-30,0.0,0.825,0.175,0.4522,2019-10-03,0.0,0.741,0.259,0.4215,2020-01-28,0.0,1.0,0.0,0.0,2021-04-22,0.0,1.0,0.0,0.0,2022-08-03,0.0,0.701,0.299,0.5719,2020-07-08,0.0,0.769,0.231,0.4019,2021-02-05,0.0,1.0,0.0,0.0,2018-12-12,0.0,1.0,0.0,0.0,2022-01-19,0.0,1.0,0.0,0.0,2022-04-06,0.213,0.787,0.0,-0.4019,2022-07-21,0.0,0.784,0.216,0.5106,2017-08-11,0.0,0.7319999999999999,0.268,0.8625000000000002,2020-04-23,0.0,1.0,0.0,0.0,2022-11-02,0.0,0.84,0.16,0.2263,,,,,,2020-07-16,0.0,1.0,0.0,0.0,2021-07-12,0.1915,0.473,0.3355,0.4215,2022-03-16,0.231,0.769,0.0,-0.4588,2022-07-25,0.121,0.879,0.0,-0.296,2021-09-17,0.0,1.0,0.0,0.0,,,,,,2021-02-04,0.0,0.802,0.198,0.4939,2022-07-08,0.0,1.0,0.0,0.0,2021-04-01,0.0,1.0,0.0,0.0,2019-08-02,0.0,1.0,0.0,0.0,2018-12-17,0.0,1.0,0.0,0.0,2021-03-29,0.0,1.0,0.0,0.0,2019-11-01,0.0,1.0,0.0,0.0,2021-10-21,0.0,0.813,0.187,0.3182,2021-08-17,0.0,1.0,0.0,0.0,2021-02-18,0.0,1.0,0.0,0.0,2022-04-27,0.0,1.0,0.0,0.0,2022-04-13,0.079,0.921,0.0,-0.0516,2020-08-18,0.0,1.0,0.0,0.0
11,2020-06-25,0.17,0.667,0.163,-0.0258,2020-05-11,0.0,1.0,0.0,0.0,2019-11-22,0.0,0.763,0.237,0.4215,2020-02-06,0.0,1.0,0.0,0.0,2021-04-28,0.0,0.8875,0.1125,0.24695,2022-08-15,0.0,0.708,0.292,0.5106,2020-07-15,0.0,1.0,0.0,0.0,2021-08-20,0.0,0.811,0.189,0.504,2019-01-08,0.0,1.0,0.0,0.0,2022-02-25,0.0,1.0,0.0,0.0,2022-06-12,0.0,1.0,0.0,0.0,2022-08-15,0.0,1.0,0.0,0.0,2017-10-19,0.0,0.709,0.291,0.5719,2020-05-29,0.0,1.0,0.0,0.0,2022-12-12,0.0,1.0,0.0,0.0,,,,,,2020-08-20,0.0,0.69,0.31,0.5574,2021-07-27,0.0,1.0,0.0,0.0,2022-03-23,0.176,0.64,0.184,0.0258,2022-08-23,0.0,1.0,0.0,0.0,2021-10-21,0.0,1.0,0.0,0.0,,,,,,2021-02-07,0.366,0.634,0.0,-0.6369,2022-07-18,0.0,1.0,0.0,0.0,2021-04-11,0.0,1.0,0.0,0.0,2020-01-23,0.0,0.855,0.145,0.1779,2019-01-13,0.0,1.0,0.0,0.0,2021-05-06,0.0,0.8315,0.16849999999999998,0.4215,2019-11-11,0.384,0.616,0.0,-0.6808,2021-11-04,0.0,1.0,0.0,0.0,2021-11-22,0.0,1.0,0.0,0.0,2021-03-16,0.0,0.889,0.111,0.128,2022-04-28,0.0,0.652,0.348,0.5859,2022-04-29,0.0,0.833,0.167,0.296,2020-10-09,0.0,0.821,0.179,0.34
12,2020-09-22,0.0,0.864,0.136,0.296,2020-05-28,0.0,1.0,0.0,0.0,2019-12-06,0.0,0.86,0.14,0.0772,2020-03-16,0.0,0.828,0.172,0.4404,2021-06-28,0.0,1.0,0.0,0.0,2022-09-29,0.179,0.569,0.252,0.2263,2020-08-04,0.141,0.581,0.278,0.5106,2021-09-06,0.0,1.0,0.0,0.0,2019-02-06,0.0,0.658,0.342,0.3818,2022-03-01,0.0,1.0,0.0,0.0,2022-06-30,0.0,1.0,0.0,0.0,2022-09-12,0.0,0.827,0.173,0.3182,2017-10-23,0.0,0.9250000000000002,0.075,0.17790000000000003,2020-06-11,0.121,0.751,0.127,0.0258,2023-04-27,0.0,0.615,0.385,0.6124,,,,,,2020-09-29,0.0,0.671,0.329,0.6597,2021-08-02,0.0,1.0,0.0,0.0,2022-04-20,0.0,0.84,0.16,0.2732,2022-09-27,0.0,1.0,0.0,0.0,2021-11-20,0.0,1.0,0.0,0.0,,,,,,2021-08-26,0.276,0.612,0.112,-0.4939,2022-07-25,0.226,0.774,0.0,-0.5423,2021-04-13,0.176,0.606,0.218,0.1779,2020-02-04,0.0,1.0,0.0,0.0,2019-01-29,0.085,0.915,0.0,-0.0516,2021-05-07,0.0,0.781,0.219,0.4215,2020-05-04,0.0,0.67,0.33,0.6633,2021-11-11,0.0,0.559,0.441,0.743,2022-01-14,0.0,1.0,0.0,0.0,2021-03-30,0.0,1.0,0.0,0.0,2022-07-28,0.0,1.0,0.0,0.0,2022-07-20,0.0,0.888,0.112,0.2263,2020-11-24,0.0,1.0,0.0,0.0
13,2020-10-07,0.0,1.0,0.0,0.0,2020-08-19,0.143,0.857,0.0,-0.128,2020-04-27,0.0,0.818,0.182,0.4404,2020-06-09,0.0,1.0,0.0,0.0,2021-10-26,0.0,1.0,0.0,0.0,2022-10-13,0.196,0.804,0.0,-0.296,2020-08-05,0.0,0.66,0.34,0.7717,2021-12-01,0.0,0.638,0.362,0.6249,2019-06-19,0.0,1.0,0.0,0.0,2022-03-04,0.0,1.0,0.0,0.0,2022-07-06,0.0,0.833,0.167,0.296,2022-09-14,0.0,0.789,0.211,0.34,2017-10-26,0.0,0.676,0.324,0.7351,2020-06-29,0.0,0.826,0.174,0.2732,2023-05-17,0.506,0.494,0.0,-0.4767,,,,,,2020-11-24,0.0,0.89,0.11,0.2732,2021-08-03,0.0,1.0,0.0,0.0,2022-04-27,0.211,0.602,0.188,-0.0772,2022-09-29,0.135,0.865,0.0,-0.28595,2022-03-22,0.0,0.556,0.444,0.9042,,,,,,2021-09-10,0.0,1.0,0.0,0.0,2022-08-10,0.2,0.8,0.0,-0.3612,2021-07-09,0.0,1.0,0.0,0.0,2020-03-16,0.16,0.84,0.0,-0.2732,2019-02-09,0.0,0.82,0.18,0.296,2021-05-20,0.0,1.0,0.0,0.0,2020-07-27,0.1535,0.8465,0.0,-0.23835,2021-12-03,0.0,1.0,0.0,0.0,2022-02-07,0.307,0.533,0.16,-0.4939,2021-08-18,0.0,1.0,0.0,0.0,2022-07-29,0.195,0.805,0.0,-0.4404,2022-07-30,0.0,1.0,0.0,0.0,2020-12-14,0.0,0.53,0.47,0.6369
14,2020-11-20,0.0,1.0,0.0,0.0,2020-10-30,0.0,0.571,0.429,0.7184,2020-06-25,0.0,1.0,0.0,0.0,2020-06-12,0.0,1.0,0.0,0.0,2022-03-15,0.0,0.77,0.23,0.5563,2022-11-29,0.0,0.833,0.167,0.296,2020-08-12,0.0,1.0,0.0,0.0,2021-12-21,0.167,0.833,0.0,-0.34,2019-07-02,0.0,1.0,0.0,0.0,2022-03-21,0.1425,0.8574999999999999,0.0,-0.3057,2022-07-29,0.0,1.0,0.0,0.0,2022-09-28,0.0,0.536,0.464,0.6369,2017-11-16,0.0,1.0,0.0,0.0,2020-09-08,0.0,0.728,0.272,0.4767,2023-06-15,0.0,1.0,0.0,0.0,,,,,,2021-01-16,0.0,1.0,0.0,0.0,2021-08-04,0.0,1.0,0.0,0.0,2022-05-11,0.0,1.0,0.0,0.0,2022-10-17,0.0,1.0,0.0,0.0,2022-05-04,0.0,1.0,0.0,0.0,,,,,,2021-11-04,0.237,0.636,0.127,-0.2263,2022-08-18,0.0,0.805,0.195,0.1779,2021-08-02,0.0,0.7,0.3,0.508,2020-04-07,0.0,1.0,0.0,0.0,2019-02-22,0.0,1.0,0.0,0.0,2021-05-26,0.0,1.0,0.0,0.0,2020-08-17,0.0,1.0,0.0,0.0,2021-12-09,0.243,0.757,0.0,-0.5927,2022-02-08,0.0,1.0,0.0,0.0,2021-09-02,0.0,1.0,0.0,0.0,2022-08-03,0.0,0.833,0.167,0.3818,2022-08-19,0.0,1.0,0.0,0.0,2021-02-02,0.0,1.0,0.0,0.0
15,2020-12-18,0.0,0.634,0.366,0.7579,2021-05-12,0.0,1.0,0.0,0.0,2020-07-16,0.0,0.8875,0.1125,0.24695,2020-06-16,0.0,0.909,0.091,0.0772,2022-03-17,0.0,1.0,0.0,0.0,2022-12-15,0.0,1.0,0.0,0.0,2021-01-01,0.0,1.0,0.0,0.0,2022-01-27,0.196,0.652,0.152,-0.1531,2019-08-07,0.0,1.0,0.0,0.0,2022-03-26,0.0,1.0,0.0,0.0,2022-10-03,0.0,1.0,0.0,0.0,2022-09-30,0.299,0.701,0.0,-0.5719,2017-11-23,0.0,1.0,0.0,0.0,2020-12-10,0.096,0.577,0.327,0.5574,2023-06-16,0.0,1.0,0.0,0.0,,,,,,2021-02-10,0.0,0.8,0.2,0.4588,2021-08-05,0.0,0.787,0.213,0.4019,2022-08-25,0.0,1.0,0.0,0.0,2022-10-26,0.0,1.0,0.0,0.0,2022-05-07,0.081,0.728,0.191,0.5499,,,,,,2021-11-09,0.0,0.758,0.242,0.4939,2022-08-20,0.247,0.633,0.12,-0.4588,2021-08-06,0.0,1.0,0.0,0.0,2020-05-04,0.0,1.0,0.0,0.0,2019-02-28,0.0,1.0,0.0,0.0,2021-06-04,0.0,0.754,0.246,0.4466,2020-12-09,0.0,0.738,0.262,0.4939,2022-02-14,0.0,1.0,0.0,0.0,2022-04-28,0.0,1.0,0.0,0.0,2021-12-21,0.0,1.0,0.0,0.0,2022-08-12,0.425,0.575,0.0,-0.8126,2022-08-26,0.0,1.0,0.0,0.0,2021-02-18,0.0,1.0,0.0,0.0
16,2021-03-11,0.0,0.859,0.141,0.3182,2021-08-03,0.0,0.714,0.286,0.4588,2020-07-20,0.0,1.0,0.0,0.0,2020-06-26,0.141,0.666,0.193,0.1999,2022-03-22,0.0,1.0,0.0,0.0,2023-03-03,0.0,0.797,0.203,0.4215,2021-03-10,0.0,1.0,0.0,0.0,2022-02-02,0.0,1.0,0.0,0.0,2019-10-21,0.0,0.667,0.333,0.3612,2022-05-04,0.441,0.559,0.0,-0.836,2022-10-09,0.0,1.0,0.0,0.0,2022-10-17,0.0,0.752,0.248,0.5106,2017-11-27,0.0,0.696,0.304,0.5859,2021-02-11,0.0,1.0,0.0,0.0,2023-06-28,0.0,1.0,0.0,0.0,,,,,,2021-03-09,0.0,0.855,0.145,0.296,2021-08-07,0.0,1.0,0.0,0.0,2022-09-07,0.0,1.0,0.0,0.0,2022-11-04,0.194,0.484,0.323,0.34,2022-05-08,0.0,1.0,0.0,0.0,,,,,,2021-11-16,0.0,1.0,0.0,0.0,2022-09-01,0.0,1.0,0.0,0.0,2021-08-10,0.0,1.0,0.0,0.0,2020-06-19,0.0,0.902,0.098,0.34,2019-03-22,0.0,0.837,0.163,0.4449,2021-06-08,0.0,0.781,0.219,0.4215,2020-12-23,0.0,0.652,0.348,0.4939,2022-02-23,0.0,0.841,0.159,0.3404,2022-08-10,0.0,0.833,0.167,0.34,2022-03-16,0.0715,0.8260000000000001,0.1025,0.11865,2022-08-19,0.189,0.63,0.181,-0.0258,2022-09-15,0.366,0.634,0.0,-0.6369,2021-03-29,0.0,1.0,0.0,0.0
17,2021-03-16,0.155,0.845,0.0,-0.296,2021-08-31,0.0,1.0,0.0,0.0,2020-09-18,0.0,0.737,0.263,0.3612,2020-12-15,0.0,0.818,0.182,0.4404,2022-04-06,0.0,1.0,0.0,0.0,2023-04-10,0.0,0.682,0.318,0.4215,2021-03-18,0.0,0.769,0.231,0.128,2022-02-03,0.0,1.0,0.0,0.0,2020-01-17,0.0,1.0,0.0,0.0,2022-06-23,0.0,1.0,0.0,0.0,2022-10-10,0.0,1.0,0.0,0.0,2022-10-18,0.0,1.0,0.0,0.0,2018-01-12,0.0,0.652,0.34800000000000003,0.6597,2021-03-31,0.088,0.76,0.152,0.2732,,,,,,,,,,,2021-05-26,0.091,0.909,0.0,-0.1531,2021-08-19,0.0,1.0,0.0,0.0,2022-09-08,0.0,1.0,0.0,0.0,2022-11-08,0.0,1.0,0.0,0.0,2022-05-13,0.0,0.826,0.174,0.6369,,,,,,2022-01-20,0.058,0.8625,0.0795,0.07655,2022-09-07,0.0,0.846,0.154,0.2057,2021-08-12,0.0,1.0,0.0,0.0,2020-12-22,0.0,1.0,0.0,0.0,2019-04-16,0.0,1.0,0.0,0.0,2021-07-09,0.0,0.7115,0.2885,0.4215,2021-01-09,0.0,1.0,0.0,0.0,2022-02-25,0.0,0.781,0.219,0.46913333333333335,2022-09-23,0.0,0.839,0.161,0.3612,2022-04-09,0.226,0.774,0.0,-0.5423,2022-08-23,0.0,0.878,0.122,0.2023,2022-09-20,0.0,0.709,0.291,0.5719,2021-04-26,0.0,0.851,0.149,0.4215
18,2021-03-18,0.185,0.815,0.0,-0.5267,2021-09-28,0.0,0.855,0.145,0.296,2020-09-20,0.292,0.708,0.0,-0.5106,2021-03-25,0.261,0.739,0.0,-0.5574,2022-04-12,0.0,1.0,0.0,0.0,2023-04-12,0.0,0.698,0.302,0.5994,2021-03-24,0.0,1.0,0.0,0.0,2022-03-09,0.0,1.0,0.0,0.0,2020-01-20,0.0,1.0,0.0,0.0,2022-06-27,0.0,1.0,0.0,0.0,2022-12-02,0.245,0.755,0.0,-0.5994,2022-10-26,0.0,0.625,0.375,0.6369,2018-03-23,0.0,1.0,0.0,0.0,2021-06-03,0.0,1.0,0.0,0.0,,,,,,,,,,,2021-06-01,0.0,0.786,0.214,0.4588,2021-09-01,0.207,0.431,0.362,0.4215,2022-09-13,0.244,0.756,0.0,-0.4404,2022-11-09,0.0,0.857,0.143,0.21075,2022-05-14,0.0,0.839,0.161,0.3182,,,,,,2022-01-28,0.0,1.0,0.0,0.0,2022-09-19,0.455,0.545,0.0,-0.7579,2021-08-25,0.0,1.0,0.0,0.0,2020-12-27,0.0,1.0,0.0,0.0,2019-05-04,0.138,0.862,0.0,-0.1531,2021-07-22,0.0,0.671,0.329,0.7823,2021-01-12,0.0,1.0,0.0,0.0,2022-02-28,0.0,0.753,0.247,0.5574,2022-09-30,0.0,1.0,0.0,0.0,2022-05-19,0.0,0.895,0.105,0.0762,2022-08-24,0.0,0.781,0.219,0.4215,2022-09-27,0.0,1.0,0.0,0.0,2021-05-05,0.0,0.732,0.268,0.5106
19,2021-06-24,0.0,1.0,0.0,0.0,2021-10-20,0.0,1.0,0.0,0.0,2020-11-10,0.0,1.0,0.0,0.0,2021-05-10,0.0,1.0,0.0,0.0,2022-04-13,0.0,1.0,0.0,0.0,2023-04-14,0.0,0.697,0.303,0.6872,2021-08-10,0.0,0.714,0.286,0.4939,2022-04-11,0.196,0.804,0.0,-0.296,2020-01-24,0.58,0.42,0.0,-0.7478499999999999,2022-07-09,0.0,1.0,0.0,0.0,2022-12-07,0.0,0.769,0.231,0.5106,2022-11-02,0.0,0.9359999999999999,0.064,0.11315,2018-04-03,0.0,1.0,0.0,0.0,2021-08-26,0.0,0.62,0.38,0.5994,,,,,,,,,,,2021-08-19,0.0,1.0,0.0,0.0,2021-09-02,0.0,1.0,0.0,0.0,2022-10-11,0.0,0.543,0.457,0.6369,2022-11-10,0.0,1.0,0.0,0.0,2022-05-24,0.0,0.816,0.184,0.2023,,,,,,2022-03-10,0.0,1.0,0.0,0.0,2022-09-28,0.0,0.789,0.211,0.2808,2021-10-04,0.0,0.598,0.402,0.8126,2021-03-15,0.0,0.8375,0.1625,0.3243,2019-05-20,0.0,0.779,0.221,0.34,2021-07-29,0.0,0.756,0.244,0.6705,2021-03-02,0.0,1.0,0.0,0.0,2022-03-10,0.0,1.0,0.0,0.0,2022-10-13,0.297,0.703,0.0,-0.5859,2022-06-02,0.459,0.541,0.0,-0.8591,2022-09-01,0.139,0.861,0.0,-0.2732,2022-10-28,0.128,0.872,0.0,-0.296,2021-09-07,0.0,1.0,0.0,0.0
20,2021-09-23,0.312,0.573,0.115,-0.5859,2021-11-24,0.0,1.0,0.0,0.0,2020-11-17,0.0,0.839,0.161,0.3612,2021-08-12,0.0,1.0,0.0,0.0,2022-05-02,0.0,1.0,0.0,0.0,2023-04-20,0.0,1.0,0.0,0.0,2021-09-29,0.0,1.0,0.0,0.0,2022-04-26,0.0,1.0,0.0,0.0,2020-02-20,0.0,1.0,0.0,0.0,2022-07-13,0.0,0.803,0.197,0.4003,2023-02-06,0.0,1.0,0.0,0.0,2022-11-03,0.0,0.833,0.167,0.2023,2018-04-04,0.0,1.0,0.0,0.0,2021-09-08,0.0,0.864,0.136,0.296,,,,,,,,,,,2021-08-25,0.0,0.855,0.145,0.296,2021-09-08,0.0,0.9259999999999999,0.074,0.1909,2022-10-12,0.0,0.809,0.191,0.3818,2022-11-28,0.115,0.885,0.0,-0.0772,2022-05-29,0.0,1.0,0.0,0.0,,,,,,2022-05-10,0.278,0.481,0.241,-0.1779,2022-10-26,0.0,0.811,0.189,0.2732,2021-10-12,0.126,0.714,0.159,0.1531,2021-03-23,0.0,1.0,0.0,0.0,2019-05-29,0.148,0.852,0.0,-0.3818,2021-08-06,0.0,0.851,0.149,0.4215,2021-03-11,0.0,1.0,0.0,0.0,2022-03-17,0.0,1.0,0.0,0.0,2022-10-15,0.317,0.625,0.058,-0.7783,2022-06-10,0.123,0.695,0.182,0.2716,2022-09-14,0.0,0.809,0.191,0.3818,2022-11-04,0.0,1.0,0.0,0.0,2021-11-16,0.0,0.709,0.291,0.5719
21,2021-11-02,0.0,1.0,0.0,0.0,2022-02-11,0.198,0.474,0.328,0.25,2020-12-08,0.0,0.873,0.127,0.2247,2021-08-18,0.0,1.0,0.0,0.0,2022-05-16,0.0,0.804,0.196,0.296,2023-05-22,0.0,0.845,0.155,0.5106,2021-10-13,0.0,0.828,0.172,0.3612,2022-05-09,0.0,1.0,0.0,0.0,2020-03-17,0.0,1.0,0.0,0.0,2022-07-29,0.0,0.734,0.266,0.4404,2023-02-25,0.0,0.828,0.172,0.3612,2022-11-08,0.0,0.84,0.16,0.2732,2018-07-03,0.0,1.0,0.0,0.0,2021-09-29,0.0,1.0,0.0,0.0,,,,,,,,,,,2021-09-28,0.0,0.775,0.225,0.4404,2021-09-12,0.0,0.733,0.267,0.6249,2022-10-13,0.0,0.706,0.294,0.6124,2022-12-12,0.0,0.795,0.205,0.2023,2022-06-01,0.149,0.629,0.222,0.07705000000000001,,,,,,2022-05-21,0.192,0.662,0.146,-0.1779,2022-10-27,0.0,1.0,0.0,0.0,2021-11-17,0.0,1.0,0.0,0.0,2021-05-28,0.0,0.738,0.262,0.4939,2019-06-11,0.0,1.0,0.0,0.0,2021-08-13,0.0,0.833,0.167,0.4215,2021-05-18,0.0,1.0,0.0,0.0,2022-03-31,0.0445,0.848,0.1075,0.2294,2022-10-17,0.11966666666666666,0.7106666666666667,0.16966666666666666,0.1169,2022-06-25,0.142,0.631,0.227,0.3274,2022-09-21,0.0,0.769,0.231,0.4019,2022-11-14,0.0,1.0,0.0,0.0,2022-05-10,0.0,1.0,0.0,0.0
22,2021-11-03,0.0,0.811,0.189,0.2732,2022-02-22,0.0,0.902,0.098,0.0516,2021-03-23,0.0,1.0,0.0,0.0,2022-03-09,0.0,0.791,0.209,0.4404,2022-05-18,0.0,0.756,0.244,0.6369,2023-06-02,0.0,1.0,0.0,0.0,2022-03-03,0.113,0.887,0.0,-0.1027,2022-06-11,0.0,1.0,0.0,0.0,2020-04-04,0.344,0.656,0.0,-0.2732,2022-08-19,0.358,0.642,0.0,-0.7717,2023-03-15,0.0,1.0,0.0,0.0,2022-11-09,0.0,0.931,0.06899999999999999,0.17556666666666665,2018-07-06,0.0,1.0,0.0,0.0,2021-12-09,0.147,0.632,0.221,0.1027,,,,,,,,,,,2021-11-01,0.0,0.786,0.214,0.4588,2021-09-25,0.0,0.8125,0.1875,0.31845,2022-10-16,0.0,1.0,0.0,0.0,2022-12-17,0.08,0.92,0.0,-0.1027,2022-06-09,0.0,1.0,0.0,0.0,,,,,,2022-05-31,0.141,0.859,0.0,-0.2023,2022-11-01,0.0,0.7245,0.2755,0.42255,2021-11-19,0.104,0.896,0.0,-0.1027,2021-06-02,0.0,0.606,0.394,0.8442,2019-06-20,0.0,0.8,0.2,0.5413,2021-08-18,0.0,1.0,0.0,0.0,2021-05-25,0.0,1.0,0.0,0.0,2022-04-07,0.0,0.746,0.254,0.5267,2022-10-20,0.0,1.0,0.0,0.0,2022-06-30,0.0,1.0,0.0,0.0,2022-09-26,0.0,0.737,0.263,0.3612,2022-11-23,0.0,0.889,0.111,0.28595,2022-05-11,0.0,1.0,0.0,0.0
23,2021-12-21,0.304,0.696,0.0,-0.5423,2022-05-06,0.321,0.679,0.0,-0.6369,2021-05-11,0.0,1.0,0.0,0.0,2022-05-05,0.0,1.0,0.0,0.0,2022-05-19,0.0,0.809,0.191,0.3818,,,,,,2022-03-06,0.0,0.881,0.119,0.2235,2022-07-25,0.0,1.0,0.0,0.0,2020-04-28,0.268,0.732,0.0,-0.296,2022-08-24,0.0,1.0,0.0,0.0,2023-04-10,0.0,1.0,0.0,0.0,2022-11-16,0.0872,0.9128000000000001,0.0,-0.1187,2018-07-09,0.0,1.0,0.0,0.0,2022-01-10,0.193,0.682,0.125,-0.296,,,,,,,,,,,2021-11-03,0.0,0.811,0.189,0.2732,2021-09-28,0.093,0.728,0.179,0.3182,2022-10-17,0.0,0.8254999999999999,0.1745,0.25,2023-01-16,0.265,0.735,0.0,-0.5574,2022-06-13,0.0,0.734,0.266,0.4404,,,,,,2022-06-06,0.0,1.0,0.0,0.0,2022-11-03,0.092,0.628,0.28,0.43025,2021-12-08,0.0,1.0,0.0,0.0,2021-06-22,0.0,1.0,0.0,0.0,2019-07-20,0.0,1.0,0.0,0.0,2021-08-23,0.0,0.724,0.276,0.56555,2021-06-01,0.0,1.0,0.0,0.0,2022-04-25,0.0,0.746,0.254,0.5267,2022-10-22,0.0,0.82,0.18,0.4512,2022-08-29,0.11,0.814,0.076,-0.1531,2022-10-12,0.0,0.769,0.231,0.34,2022-12-17,0.167,0.833,0.0,-0.34,2022-05-23,0.0,1.0,0.0,0.0
24,2022-03-21,0.088,0.76,0.152,0.2732,2022-05-20,0.0,0.698,0.302,0.6369,2021-05-27,0.351,0.649,0.0,-0.6597,2022-05-06,0.0,1.0,0.0,0.0,2022-05-31,0.0,1.0,0.0,0.0,,,,,,2022-03-09,0.0,1.0,0.0,0.0,2022-08-07,0.172,0.828,0.0,-0.4404,2020-06-01,0.0,0.694,0.306,0.296,2022-09-01,0.0,1.0,0.0,0.0,2023-05-14,0.0,1.0,0.0,0.0,2022-11-17,0.0,1.0,0.0,0.0,2018-07-11,0.362,0.638,0.0,-0.6249,2022-03-29,0.0,1.0,0.0,0.0,,,,,,,,,,,2021-11-23,0.0,0.833,0.167,0.296,2021-09-29,0.0,1.0,0.0,0.0,2022-10-20,0.0,0.8933333333333334,0.10666666666666667,0.17020000000000002,2023-01-24,0.167,0.833,0.0,-0.296,2022-06-21,0.0,0.814,0.186,0.1531,,,,,,2022-06-29,0.148,0.71,0.142,-0.0258,2022-11-06,0.172,0.51,0.318,0.3182,2022-03-03,0.0,0.773,0.227,0.4995,2021-07-28,0.0,1.0,0.0,0.0,2019-08-06,0.103,0.897,0.0,-0.1531,2021-08-26,0.0,1.0,0.0,0.0,2021-07-26,0.0,0.826,0.174,0.2732,2022-04-29,0.184,0.647,0.169,-0.0772,2022-10-26,0.34,0.44,0.22,-0.4404,2022-09-15,0.0,0.833,0.167,0.296,2022-10-13,0.0,0.694,0.306,0.6486,2022-12-29,0.187,0.719,0.094,-0.3182,2022-06-21,0.0,1.0,0.0,0.0
25,2022-05-19,0.0,0.833,0.167,0.296,2022-05-25,0.0,1.0,0.0,0.0,2021-11-28,0.0,0.827,0.173,0.2235,2022-05-24,0.0,0.748,0.252,0.4019,2022-06-07,0.0,0.833,0.167,0.34,,,,,,2022-04-13,0.0,1.0,0.0,0.0,2022-08-09,0.0,0.756,0.244,0.4404,2020-06-08,0.429,0.571,0.0,-0.6705,2022-09-07,0.0,0.659,0.341,0.69,2023-06-02,0.0,0.806,0.194,0.34,2022-11-18,0.0,0.924,0.076,0.1027,2018-10-04,0.1015,0.8985000000000001,0.0,-0.21075,2022-04-12,0.0,1.0,0.0,0.0,,,,,,,,,,,2021-12-30,0.0,1.0,0.0,0.0,2021-10-08,0.0,1.0,0.0,0.0,2022-10-25,0.0,0.866,0.134,0.148,2023-01-25,0.299,0.508,0.192,-0.2263,2022-06-29,0.0,0.8945000000000001,0.1055,0.17,,,,,,2022-07-12,0.2,0.8,0.0,-0.38634999999999997,2022-11-08,0.0,0.76025,0.23975,0.29695,2022-06-07,0.0,0.822,0.178,0.3818,2021-12-02,0.0,1.0,0.0,0.0,2019-08-12,0.0,0.893,0.107,0.2023,2021-10-01,0.156,0.844,0.0,-0.5719,2021-08-20,0.0,1.0,0.0,0.0,2022-05-03,0.0,0.519,0.481,0.8807,2022-10-31,0.209,0.791,0.0,-0.4404,2022-10-18,0.148,0.852,0.0,-0.3071,2022-10-27,0.0,0.7615000000000001,0.2385,0.41165,2023-01-05,0.0,0.901,0.099,0.0258,2022-06-30,0.0,1.0,0.0,0.0
