,date,PLNT_closingprice,ANPDY_closingprice,PEP_closingprice,DKS_closingprice,MODG_closingprice,COLM_closingprice,BGFV_closingprice,HKD_closingprice,CHDN_closingprice,MSGE_closingprice,WWE_closingprice,JPY_closingprice,RCI_closingprice,HGLD_closingprice,SGD_closingprice,CMCSA_closingprice,VFC_closingprice,EURUSD_closingprice,LSXMK_closingprice,BGI_closingprice,UAA_closingprice,DECK_closingprice,NZDUSD_closingprice,AUDUSD_closingprice,MTN_closingprice,PTON_closingprice,WWW_closingprice,FL_closingprice,CNY_closingprice,ASCCF_closingprice,DIS_closingprice,LULU_closingprice,SKX_closingprice,T_closingprice,PUM.DE_closingprice,EA_closingprice,ANGL.TA_closingprice,ONON_closingprice,GBPUSD_closingprice,ADDYY_closingprice,NKE_closingprice,INR_closingprice,SHMDF_closingprice,cotton_closingprice,natural_closingprice,gold_closingprice,heating_closingprice,crude_closingprice,WWW_neg,WWW_neu,WWW_pos,WWW_compound,VFC_neg,VFC_neu,VFC_pos,VFC_compound,PLNT_neg,PLNT_neu,PLNT_pos,PLNT_compound,WWE_neg,WWE_neu,WWE_pos,WWE_compound,ANGL.TA_neg,ANGL.TA_neu,ANGL.TA_pos,ANGL.TA_compound,BGI_neg,BGI_neu,BGI_pos,BGI_compound,ADDYY_neg,ADDYY_neu,ADDYY_pos,ADDYY_compound,DECK_neg,DECK_neu,DECK_pos,DECK_compound,MSGE_neg,MSGE_neu,MSGE_pos,MSGE_compound,EA_neg,EA_neu,EA_pos,EA_compound,FL_neg,FL_neu,FL_pos,FL_compound,NKE_neg,NKE_neu,NKE_pos,NKE_compound,ASCCF_neg,ASCCF_neu,ASCCF_pos,ASCCF_compound,UAA_neg,UAA_neu,UAA_pos,UAA_compound,ONON_neg,ONON_neu,ONON_pos,ONON_compound,PTON_neg,PTON_neu,PTON_pos,PTON_compound,T_neg,T_neu,T_pos,T_compound,PUM.DE_neg,PUM.DE_neu,PUM.DE_pos,PUM.DE_compound,RCI_neg,RCI_neu,RCI_pos,RCI_compound,CHDN_neg,CHDN_neu,CHDN_pos,CHDN_compound,COLM_neg,COLM_neu,COLM_pos,COLM_compound,MODG_neg,MODG_neu,MODG_pos,MODG_compound,DKS_neg,DKS_neu,DKS_pos,DKS_compound,LSXMK_neg,LSXMK_neu,LSXMK_pos,LSXMK_compound,SHMDF_neg,SHMDF_neu,SHMDF_pos,SHMDF_compound,ANPDY_neg,ANPDY_neu,ANPDY_pos,ANPDY_compound,DIS_neg,DIS_neu,DIS_pos,DIS_compound,PEP_neg,PEP_neu,PEP_pos,PEP_compound,CMCSA_neg,CMCSA_neu,CMCSA_pos,CMCSA_compound,MTN_neg,MTN_neu,MTN_pos,MTN_compound,LULU_neg,LULU_neu,LULU_pos,LULU_compound,SKX_neg,SKX_neu,SKX_pos,SKX_compound,BGFV_neg,BGFV_neu,BGFV_pos,BGFV_compound,HGLD_neg,HGLD_neu,HGLD_pos,HGLD_compound
353,2022-02-03,85.11,380.21,173.83,111.42,23.51,89.76,18.61,7.7925,101.0,,47.72,114.326,51.13,0.0365,1.3428,49.59,63.58,1.1272,47.9,4.3,19.12,321.43,0.6613,0.711,269.18,24.19,25.49,42.12,6.3595,19.14,139.25,329.25,41.59,18.46,92.5,134.29,"4,520.00",26.71,1.3539,137.66,144.97,74.6342,226.0,127.62,4.888,"1,804.10",2.8395,90.27,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,
354,2022-02-02,87.99,383.24,172.57,114.38,23.8,92.34,18.71,7.7928,103.22,,49.08,114.193,51.05,0.0365,1.3462,49.36,64.15,1.1267,48.17,4.45,19.32,323.98,0.6625,0.7119,273.8,25.88,26.07,42.91,6.3595,19.14,141.38,344.4,41.75,18.18,94.74,125.61,"4,590.00",28.1,1.3517,138.95,147.53,74.6478,221.5,126.33,5.501,"1,810.30",2.7689,88.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.811,0.189,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.734,0.266,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,
355,2022-02-01,87.23,382.21,169.56,115.57,23.47,91.65,19.35,7.7935,103.5,,49.21,114.568,50.4,0.0365,1.3483,48.89,64.85,1.1222,46.34,4.55,18.62,316.51,0.6567,0.7035,273.56,26.59,26.13,44.11,6.3595,19.14,142.25,333.39,41.53,18.22,94.5,129.07,"4,634.00",26.79,1.3436,136.4,146.8,74.4328,221.5,127.33,4.751,"1,801.50",2.7412,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.765,0.235,0.51865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2022-01-31,84.44,369.73,170.59,113.21,23.02,88.81,18.35,7.7933,100.32,,48.52,115.176,50.6,0.0317,1.3511,49.03,61.98,1.1145,45.02,4.61,18.18,305.2,0.6544,0.6993,272.33,26.01,25.85,43.9,6.3595,19.14,138.47,316.41,40.64,18.6,92.76,129.24,"4,565.00",24.5,1.3395,134.28,145.22,74.5902,221.5,127.57,4.874,"1,796.40",2.7592,88.15,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2022-01-28,80.07,367.77,167.21,108.91,21.83,87.43,17.6,7.7887,97.64,,47.71,115.137,50.09,0.0317,1.3521,47.73,61.49,1.1123,44.22,4.5,17.52,289.23,0.6534,0.6969,263.23,22.81,25.23,43.16,6.3469,19.14,133.56,301.6,39.3,18.08,90.2,129.58,,22.82,1.3366,130.0,140.61,74.8791,232.75,123.76,4.639,"1,786.60",2.7855,86.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2022-01-27,80.6,376.37,168.78,111.28,22.37,87.03,18.42,7.7864,99.04,,48.64,114.486,48.75,0.0317,1.3477,45.47,66.72,1.1134,44.43,4.4,17.84,296.53,0.6588,0.7042,264.84,23.76,25.94,44.21,6.3195,19.14,134.02,304.45,40.72,17.79,90.16,130.65,"4,655.00",23.85,1.3361,133.92,143.58,74.9023,232.75,121.63,4.283,"1,793.10",2.7945,86.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,0.652,0.152,-0.1531,,,,,0.0,1.0,0.0,0.0
359,2022-01-26,79.88,384.07,166.45,113.09,22.88,87.09,18.18,7.784,99.83,,48.41,113.788,48.56,0.0358,1.3429,47.87,65.74,1.1272,44.36,4.52,17.91,295.56,0.6679,0.7151,271.05,24.67,25.61,44.42,6.3109,19.14,132.26,299.17,41.02,18.17,91.18,128.83,"4,630.00",24.56,1.3494,135.24,142.73,74.686,231.0,122.33,4.277,"1,829.70",2.744,87.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2022-01-25,81.41,381.91,169.74,113.17,24.09,88.25,18.57,7.7844,100.61,,48.01,113.675,47.33,0.0358,1.342,48.82,65.44,1.1267,45.04,4.56,18.32,304.75,0.6662,0.7122,274.89,26.45,25.79,45.13,6.3169,19.14,132.38,305.12,41.15,19.41,90.06,129.54,"4,691.00",24.66,1.3437,133.02,142.51,74.5385,230.0,120.92,4.053,"1,852.50",2.6691,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2022-01-24,79.19,376.73,168.96,104.77,23.24,87.54,17.44,7.7841,97.03,,47.91,113.489,47.07,0.0358,1.3426,48.78,65.78,1.1291,44.78,4.52,18.15,295.88,0.6662,0.7092,269.86,25.81,24.71,42.0,6.3186,18.87,129.26,296.19,39.85,19.48,90.5,131.9,"4,789.00",23.75,1.3443,134.7,139.56,74.3161,227.51,120.38,4.027,"1,841.70",2.6274,83.31,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.82,0.18,0.296,,,,
362,2022-01-21,81.61,390.25,174.11,108.06,23.34,88.9,16.96,7.7849,101.29,,49.32,113.619,48.45,0.0358,1.3433,49.65,65.5,1.1302,46.33,4.52,18.35,304.27,0.6709,0.7182,275.59,24.34,24.9,42.15,6.3283,20.94,136.63,312.66,40.68,19.98,92.86,138.09,,24.04,1.3548,140.85,142.85,74.2944,228.71,120.75,3.999,"1,831.80",2.6912,85.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.893,0.0,-0.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2022-01-20,82.84,385.18,173.84,110.22,23.75,88.99,18.05,7.7839,104.61,,50.39,113.978,49.1,0.0176,1.3429,50.15,66.52,1.133,46.92,4.53,18.46,310.58,0.6757,0.7217,283.24,23.25,25.13,42.96,6.334,20.94,147.15,321.65,41.64,20.36,94.7,137.85,"4,648.00",26.16,1.3602,143.5,142.5,74.2965,229.5,122.87,3.802,"1,842.60",2.6718,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.8625,0.0795,0.07655,0.138,0.862,0.0,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2022-01-19,81.59,362.93,173.57,114.25,24.0,91.04,18.95,7.7899,104.44,,51.27,114.221,49.48,0.0176,1.3468,49.51,70.31,1.132,47.6,4.66,18.79,317.06,0.6766,0.7179,286.5,29.54,25.9,43.34,6.3345,20.94,149.96,329.02,43.42,20.23,91.94,134.7,"4,547.00",26.58,1.3589,143.66,145.02,74.349,230.33,123.95,4.031,"1,843.20",2.6923,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2022-01-18,83.09,356.2,173.15,108.14,24.34,90.01,18.69,7.789,104.0,,51.79,114.45,49.28,0.0176,1.3457,50.06,70.52,1.133,47.8,4.39,18.73,320.23,0.6759,0.7176,293.97,29.11,25.68,43.0,6.3354,20.94,149.83,324.0,42.5,20.32,91.48,133.45,"4,600.00",26.5,1.3576,143.8,146.3,74.1455,243.0,121.08,4.283,"1,814.10",2.674,85.43,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2022-01-14,85.04,364.77,173.4,110.37,25.44,90.52,19.33,7.7823,105.05,,51.28,113.505,49.11,0.0176,1.3428,51.14,69.77,1.141,48.11,4.6,18.38,315.63,0.6809,0.7222,295.51,30.35,25.26,42.21,6.3339,20.94,148.42,325.73,42.65,19.99,93.1,128.72,,26.38,1.3668,143.61,146.85,73.8755,252.3,119.7,4.262,"1,816.50",2.6343,83.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.756,0.244,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2022-01-13,89.32,365.28,173.24,113.36,26.55,92.76,19.05,7.7874,108.93,,51.22,114.006,49.22,0.0176,1.3439,50.12,71.82,1.1436,49.17,4.6,19.24,333.04,0.6843,0.7275,296.27,31.98,25.94,43.1,6.3474,20.94,155.17,335.73,44.12,19.88,95.0,130.51,"4,799.00",29.07,1.3706,145.44,149.02,73.7828,251.47,116.84,4.27,"1,821.40",2.6085,82.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.823,0.177,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.934,0.066,0.1646333333333333,,,,
368,2022-01-12,92.26,360.0,172.95,113.6,27.21,92.42,19.0,7.7919,109.62,,50.11,114.715,48.97,0.0176,1.3463,50.82,71.0,1.1356,48.7,4.59,19.44,337.47,0.6775,0.7201,301.76,34.47,26.04,42.28,6.3552,24.0,156.33,345.48,44.69,19.75,97.08,129.97,"4,883.00",30.0,1.3622,143.97,150.74,73.6975,256.49,117.64,4.857,"1,827.30",2.5942,82.64,,,,,,,,,,,,,0.0,0.8,0.2,0.7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2022-01-11,88.65,334.17,171.62,108.92,26.67,90.85,18.78,7.795,111.46,,50.5,115.137,48.36,0.031,1.3501,50.36,70.35,1.1316,48.6,4.53,18.95,324.0,0.6742,0.7156,290.29,34.05,26.19,41.58,6.3608,24.0,155.95,337.05,43.88,19.74,97.68,127.55,"5,020.00",31.72,1.3563,144.66,147.6,73.7448,259.5,116.02,4.249,"1,818.50",2.5636,81.22,,,,,,,,,,,,,,,,,,,,,0.0,0.6565,0.3435,0.6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2022-01-10,86.32,343.87,173.62,104.07,25.13,91.39,17.93,7.7946,109.85,,49.27,115.045,48.24,0.0442,1.3536,49.87,69.61,1.1288,48.27,4.54,18.95,316.34,0.6738,0.7149,291.05,32.23,26.01,39.8,6.3624,24.0,154.65,323.5,43.24,19.79,96.28,128.15,"4,900.00",29.5,1.3534,137.82,148.78,73.99,259.5,115.22,4.079,"1,798.80",2.4876,78.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,0.636,0.173,-0.0516,,,,
371,2022-01-07,90.6,343.45,172.61,106.51,26.31,93.1,18.71,7.7975,112.99,,49.18,115.591,47.91,0.0442,1.3556,49.97,71.2,1.1291,48.95,4.66,19.81,337.03,0.6737,0.7131,308.07,33.03,27.01,41.72,6.3674,24.0,156.29,354.32,45.93,19.46,99.5,127.28,,31.8,1.3529,139.41,156.86,74.2235,264.0,115.12,3.916,"1,797.40",2.4818,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.761,0.239,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2022-01-06,88.77,355.42,173.23,106.8,26.52,93.4,18.31,7.7948,111.64,,47.86,115.654,47.88,0.0442,1.3562,50.19,70.75,1.1286,49.09,4.45,20.05,333.82,0.6735,0.7147,307.18,31.51,27.31,41.67,6.354,24.0,153.68,355.68,44.89,19.59,102.55,129.42,"4,915.00",32.0,1.3491,142.03,159.06,74.32,262.0,114.72,3.812,"1,789.20",2.4777,79.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2022-01-05,90.51,351.52,173.23,106.4,27.04,94.82,18.91,7.7921,111.92,,48.52,115.627,47.76,0.0442,1.3534,50.15,74.08,1.1278,49.28,4.48,20.68,341.65,0.6796,0.7223,306.81,32.0,27.74,42.27,6.3521,24.0,155.1,362.21,45.04,19.64,107.25,133.63,"4,910.00",32.0,1.3523,145.29,162.1,74.2054,262.0,116.28,3.882,"1,825.10",2.4461,77.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172,0.828,0.0,-0.3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2022-01-04,92.61,358.0,172.2,110.51,27.53,96.61,19.47,7.7935,116.38,,49.28,115.299,47.65,0.0445,1.3523,49.92,73.94,1.1273,50.1,4.56,21.26,357.84,0.6766,0.7185,314.14,32.39,28.34,42.51,6.3531,24.0,155.55,376.01,45.21,19.21,107.5,133.78,"5,037.00",35.81,1.3461,145.21,165.0,74.4033,262.0,116.39,3.717,"1,814.60",2.4095,76.99,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.826,0.174,0.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2022-01-03,91.36,366.27,170.57,114.41,27.32,97.23,19.34,7.7959,116.14,,49.47,114.974,47.46,0.0445,1.3475,49.71,72.98,1.1285,50.81,4.55,21.15,365.26,0.6776,0.7186,315.15,34.72,28.83,43.76,6.3548,24.0,155.36,380.61,43.54,18.72,106.85,131.75,"4,902.00",38.11,1.3433,145.99,163.31,74.152,262.0,113.23,3.815,"1,800.10",2.3574,76.08,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2021-12-31,90.05,373.68,172.11,111.0,27.34,96.92,18.78,7.7948,119.41,,48.67,115.005,47.23,0.0445,1.3473,50.29,72.6,1.1305,50.51,4.61,20.87,364.05,0.6822,0.7245,323.62,35.65,28.74,43.34,6.3397,24.0,154.74,391.27,43.01,18.56,,131.65,,37.8,1.3467,142.56,166.21,74.09,273.5,112.6,3.73,"1,828.60",2.3301,75.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2021-12-30,90.68,371.98,172.23,110.2,27.27,97.35,19.22,7.7964,119.48,,48.81,114.947,46.98,0.0341,1.3501,50.53,72.41,1.1301,50.45,4.61,21.01,364.57,0.6818,0.7244,329.31,34.48,29.23,43.37,6.3587,24.0,155.51,398.5,43.58,18.63,107.1,133.7,"4,909.00",36.71,1.3455,143.02,167.2,74.294,273.5,114.34,3.561,"1,814.10",2.3959,76.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2021-12-29,90.56,371.25,171.93,107.08,27.01,95.43,19.0,7.7954,117.66,,48.51,114.673,46.61,0.0341,1.351,50.31,71.64,1.1275,50.26,4.59,20.93,360.0,0.679,0.7214,327.41,33.91,28.74,42.27,6.3584,24.0,154.18,400.0,43.25,18.58,106.3,131.89,"4,939.00",34.75,1.3409,143.49,166.6,74.503,273.5,112.99,4.024,"1,805.80",2.3778,76.56,,,,,,,,,,,,,,,,,,,,,0.0,0.698,0.302,0.3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2021-12-28,91.2,374.05,171.2,106.3,27.08,94.5,19.1,7.7978,118.54,,48.5,114.709,46.6,0.0341,1.3528,50.31,70.98,1.129,49.86,4.55,20.86,358.81,0.6791,0.722,329.49,35.03,28.7,42.01,6.3608,24.0,152.41,400.0,42.97,18.65,105.35,133.04,"4,840.00",35.1,1.3418,143.47,166.3,74.5795,273.5,110.05,4.055,"1,810.90",2.3714,75.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2021-12-27,89.71,368.99,169.77,102.9,27.04,93.48,18.14,7.7982,116.54,,48.01,114.319,46.36,0.0341,1.3547,49.66,69.55,1.1304,49.5,4.45,20.5,355.0,0.679,0.7206,325.76,36.47,28.55,41.44,6.3613,24.0,151.4,392.98,42.16,18.6,104.45,132.3,"4,706.00",36.37,1.3392,142.89,165.48,74.9086,273.5,112.28,4.06,"1,808.80",2.3535,75.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.823,0.177,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2021-12-23,88.95,364.99,169.25,102.12,26.57,92.45,17.7,7.7972,116.64,,47.79,114.107,46.67,0.0341,1.3584,49.31,68.48,1.1292,48.98,4.52,20.26,345.25,0.6797,0.7198,327.93,35.9,28.32,41.51,6.3601,24.0,151.93,383.47,41.65,18.74,104.3,130.86,"4,800.00",37.0,1.3345,142.0,165.44,75.0065,278.0,109.12,3.731,"1,811.70",2.3314,73.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2021-12-22,85.64,365.84,168.27,102.26,26.79,92.2,17.75,7.7984,114.69,,47.5,114.001,46.11,0.0341,1.362,48.43,69.13,1.1265,48.69,4.46,20.08,346.68,0.6741,0.7121,328.07,36.64,28.38,41.37,6.3599,24.0,149.87,383.52,41.07,18.31,102.75,130.55,"4,980.00",36.69,1.3241,140.5,164.09,75.4231,280.0,108.83,3.976,"1,802.20",2.3078,72.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2021-12-21,82.18,352.89,167.78,102.92,24.72,91.81,17.62,7.7979,110.65,,47.26,113.567,45.82,0.0341,1.3635,48.4,68.73,1.1262,48.44,4.49,20.21,346.27,0.6706,0.7101,315.06,37.94,27.97,40.85,6.3616,24.0,147.39,375.07,40.74,18.28,102.15,129.19,"4,980.00",35.68,1.32,138.24,164.71,75.402,280.05,107.27,3.869,"1,788.70",2.2578,71.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.796,0.204,0.4215,,,,,,,,,0.304,0.696,0.0,-0.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2021-12-20,79.07,349.96,166.75,99.28,24.3,90.44,16.88,7.7981,107.16,,47.0,113.331,45.06,0.0341,1.3656,47.98,67.65,1.1237,47.33,4.28,19.83,333.63,0.6703,0.7083,305.67,38.19,26.42,39.76,6.3664,24.0,145.08,366.45,39.42,17.94,100.75,126.46,"4,707.00",34.53,1.3174,137.64,155.47,75.781,280.05,105.54,3.834,"1,794.60",2.173,68.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.734,0.266,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2021-12-17,79.08,365.01,168.05,101.21,25.41,94.4,17.88,7.7998,105.31,,46.91,113.151,44.52,0.0449,1.3629,48.04,70.63,1.1268,47.8,4.52,20.65,349.85,0.6746,0.7137,317.34,39.16,27.89,41.2,6.3586,24.0,146.57,378.5,41.15,17.58,102.45,127.28,,34.1,1.3258,140.64,160.55,75.879,280.05,107.3,3.69,"1,804.90",2.2199,70.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0735,0.9265,0.0,-0.11315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2021-12-16,80.49,379.26,171.02,99.55,25.85,95.08,18.21,7.8,106.39,,47.31,113.564,44.58,0.033,1.3623,48.42,72.25,1.1282,47.92,4.47,21.28,354.36,0.6759,0.7146,308.08,38.43,28.21,41.91,6.3563,24.0,148.58,386.45,41.6,17.11,104.6,128.02,"4,978.00",35.67,1.3243,141.04,162.53,76.056,280.5,109.68,3.766,"1,798.20",2.2663,72.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.797,0.203,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
